YEAR,WEEK,CUSTOMER_ID,STORE_ID,CATEGORY,CAT_DESC,TRANSACTIONS,QUANTITY,UNIQUE_ITEM,SALES
2012,38,1857,20001323,35,Breakfast Supplies,2,3,2,10.43
2012,38,1857,20001323,66,Produce,1,8,4,13.88
2012,38,1857,20001323,70,Dairy,1,2,2,6.48
2012,38,4373,20001321,38,Snacks,1,2,1,9.96
2012,38,4373,20001321,66,Produce,1,3,1,5.97
2012,38,4776,20001323,58,Meats,1,1,1,7.98
2012,38,4776,20001323,70,Dairy,1,2,1,9.96
2012,38,6307,20004053,6,Meals Solutions,1,3,1,13.47
2012,38,6307,20004053,58,Meats,1,1,1,10.97
2012,38,6307,20004053,66,Produce,1,6,1,8.94
2012,38,7516,20001323,58,Meats,1,2,1,10.98
2012,38,10344,20001321,1,Beverages,1,1,1,4.98
2012,38,10344,20001321,6,Meals Solutions,1,3,2,13.47
2012,38,10344,20001321,20,Bakery,1,7,3,9.43
2012,38,10344,20001321,35,Breakfast Supplies,1,1,1,3.49
2012,38,10344,20001321,38,Snacks,1,4,1,9.96
2012,38,10344,20001321,64,Food Packaging,1,2,1,1.96
2012,38,10344,20001321,66,Produce,2,5,3,4.93
2012,38,16714,20001321,20,Bakery,1,2,1,1.94
2012,38,16714,20001321,35,Breakfast Supplies,1,4,1,27.96
2012,38,16714,20001321,66,Produce,1,13,6,34.21
2012,38,16714,20001321,70,Dairy,1,2,1,6.98
2012,38,26111,20004029,38,Snacks,1,1,1,7.97
2012,38,26111,20004029,66,Produce,3,14,8,37.76
2012,38,26111,20004029,70,Dairy,2,9,3,32.85
2012,38,34310,20001323,48,Over the Counter,1,4,2,17.92
2012,38,48932,20001323,1,Beverages,1,1,1,3.98
2012,38,52604,20001321,1,Beverages,1,1,1,2.49
2012,38,52604,20001321,6,Meals Solutions,1,4,2,12.96
2012,38,52604,20001321,20,Bakery,1,2,1,1.96
2012,38,52604,20001321,38,Snacks,1,1,1,3.98
2012,38,52604,20001321,66,Produce,1,19,9,44.73
2012,38,52604,20001321,70,Dairy,1,1,1,5.49
2012,38,54982,20001321,66,Produce,1,1,1,6.49
2012,38,56145,20001323,1,Beverages,1,3,1,4.47
2012,38,56145,20001323,35,Breakfast Supplies,1,3,2,16.47
2012,38,56145,20001323,38,Snacks,1,5,2,15.41
2012,38,56145,20001323,64,Food Packaging,1,2,1,1.96
2012,38,56145,20001323,66,Produce,2,25,10,54.71
2012,38,56145,20001323,70,Dairy,2,8,2,55.35
2012,38,58675,20001319,20,Bakery,1,2,1,4.98
2012,38,58675,20001319,66,Produce,1,13,7,30.85
2012,38,58675,20001319,70,Dairy,1,2,1,7.96
2012,38,61372,20001321,1,Beverages,2,9,4,28.83
2012,38,61372,20001321,7,Baking Supplies,1,3,1,11.97
2012,38,61372,20001321,20,Bakery,2,6,3,16.86
2012,38,61372,20001321,38,Snacks,1,5,3,10.37
2012,38,61372,20001321,43,General Merchandise,1,5,2,15.87
2012,38,61372,20001321,58,Meats,1,8,2,50.42
2012,38,61372,20001321,66,Produce,2,17,11,44.79
2012,38,61372,20001321,70,Dairy,2,14,5,63.83
2012,38,61372,20001323,35,Breakfast Supplies,1,1,1,2.49
2012,38,61372,20001323,38,Snacks,1,2,1,8.98
2012,38,62741,20001321,48,Over the Counter,1,4,2,17.96
2012,38,68157,20001321,66,Produce,1,1,1,1.49
2012,38,81145,20001321,1,Beverages,1,3,2,8.45
2012,38,81145,20001321,20,Bakery,1,4,2,7.96
2012,38,81145,20001321,64,Food Packaging,1,3,1,1.47
2012,38,81145,20001321,66,Produce,1,22,10,66.7
2012,38,81145,20001321,70,Dairy,1,3,2,16.47
2012,38,83629,20004029,20,Bakery,1,1,1,0.98
2012,38,83629,20004029,66,Produce,1,3,1,4.47
2012,38,83629,20004029,70,Dairy,1,3,1,7.47
2012,38,85137,20001321,1,Beverages,2,9,4,43.8
2012,38,85137,20001321,6,Meals Solutions,1,4,1,19.96
2012,38,85137,20001321,20,Bakery,2,11,4,9.39
2012,38,85137,20001321,38,Snacks,1,5,1,14.9
2012,38,85137,20001321,43,General Merchandise,1,1,1,10.99
2012,38,85137,20001321,58,Meats,1,2,1,8.98
2012,38,85137,20001321,64,Food Packaging,2,4,2,2.94
2012,38,85137,20001321,66,Produce,2,20,9,49.17
2012,38,85137,20001321,70,Dairy,2,3,2,8.47
2012,38,91475,20001321,1,Beverages,1,2,1,9.94
2012,38,91475,20001321,20,Bakery,1,2,2,8.48
2012,38,91475,20001321,66,Produce,2,3,3,6.46
2012,38,91475,20001321,70,Dairy,1,1,1,5.49
2012,38,93883,20001323,20,Bakery,1,2,1,0.98
2012,38,93883,20001323,66,Produce,1,3,2,11.47
2012,38,96858,20004029,20,Bakery,1,4,1,17.96
2012,38,96858,20004029,70,Dairy,1,2,1,9.98
2012,38,98329,20001323,6,Meals Solutions,1,2,1,3.96
2012,38,98329,20001323,20,Bakery,1,4,2,26.44
2012,38,98329,20001323,35,Breakfast Supplies,1,3,1,8.91
2012,38,98329,20001323,38,Snacks,1,9,3,36.87
2012,38,98329,20001323,58,Meats,1,2,2,7.98
2012,38,98329,20001323,64,Food Packaging,1,2,1,0.98
